Id,Order_Date,Discount,Subtotal,Total,payment,Purchase_Status,Delivery_Id,Services,P_Sevice,D_Forecast,D_Date,Status,Customer_Id,State,Region,Category,Subcategory,delivery_delay_days,delivery_lead_time,is_late,is_confirmed,freight_share,discount_abs,month,discount_bucket
50,2025-05-13 18:47:18,0.1166,53.9,80.61,Credito,Confirmado,D00050,Scheduled,32.99,2025-04-18 04:50:09,2025-04-23 04:50:09,Entregue,C00050,TO,Norte,,,5,-21,1,1,0.4092544349336311,6.284739999999999,2025-05,10–20%
51,2025-03-24 23:12:13,0.1065,174.9,189.26,PIX,Processando,D00051,Scheduled,32.99,2025-05-01 13:04:52,2025-05-03 13:04:52,A Caminho,C00051,MA,Nordeste,,,2,39,1,0,0.1743104723660573,18.62685,2025-03,10–20%
52,2025-05-03 07:23:43,0.0308,2697.0,2656.83,Boleto,Em Analise,D00052,Same-Day,42.9,2025-04-16 18:47:26,2025-04-19 18:47:26,Trânsito,C00052,PE,Nordeste,,,3,-14,1,0,0.016147062476710966,83.0676,2025-05,0–5%
53,2025-04-26 01:20:49,0.0174,3598.02,3568.4,PIX,Confirmado,D00053,Scheduled,32.99,2025-04-21 04:36:59,2025-04-24 04:36:59,Entregue,C00053,PR,Sul,,,3,-2,1,1,0.009245039793745096,62.605548,2025-04,0–5%
55,2025-03-06 00:55:53,0.0298,1715.96,1687.72,PIX,Cancelado,D00055,Standard,22.9,2025-05-10 00:34:08,2025-05-14 00:34:08,Atrasado,C00055,SP,Sudeste,,,4,68,1,0,0.013568601426776952,51.135608,2025-03,0–5%
56,2025-02-25 06:04:11,0.0127,2158.0,2163.58,Credito,Confirmado,D00056,Scheduled,32.99,2025-05-10 17:13:03,2025-05-14 17:13:03,Atrasado,C00056,PR,Sul,,,4,78,1,1,0.015247876205178456,27.406599999999997,2025-02,0–5%
57,2025-04-10 13:44:17,0.0791,5397.03,5003.11,PIX,Em Analise,D00057,Scheduled,32.99,2025-05-03 20:27:26,2025-05-05 20:27:26,Atrasado,C00057,CE,Nordeste,,,2,25,1,0,0.006593898595073865,426.905073,2025-04,5–10%
58,2025-04-05 19:42:55,0.049,3079.6,2951.6,PIX,Cancelado,D00058,Standard,22.9,2025-05-11 20:08:17,2025-05-13 20:08:17,Entregue,C00058,RO,Norte,,,2,38,1,0,0.0077585038623119666,150.9004,2025-04,0–5%
59,2025-03-08 06:13:02,0.1134,3596.0,3221.2,Credito,Confirmado,D00059,Scheduled,32.99,2025-04-20 19:00:53,2025-04-25 19:00:53,A Caminho,C00059,PB,Nordeste,,,5,48,1,1,0.010241524897553709,407.7864,2025-03,10–20%
60,2025-02-17 03:46:36,0.0471,259.72,290.39,Boleto,Cancelado,D00060,Same-Day,42.9,2025-05-10 04:07:08,2025-05-15 04:07:08,A Caminho,C00060,RR,Norte,,,5,87,1,0,0.14773235992974965,12.232812000000003,2025-02,0–5%
61,2025-02-26 21:58:54,0.1468,499.64,469.19,Debito,Processando,D00061,Same-Day,42.9,2025-05-02 16:44:30,2025-05-04 16:44:30,A Caminho,C00061,CE,Nordeste,,,2,66,1,0,0.09143417378887017,73.34715200000001,2025-02,10–20%
62,2025-04-13 00:47:22,0.1138,4316.0,3857.83,PIX,Em Analise,D00062,Scheduled,32.99,2025-05-03 08:45:01,2025-05-07 08:45:01,Trânsito,C00062,ES,Sudeste,,,4,24,1,0,0.008551439539844939,491.1608,2025-04,10–20%
63,2025-04-19 16:41:04,0.0087,663.96,701.08,PIX,Processando,D00063,Same-Day,42.9,2025-04-30 00:15:53,2025-04-30 00:15:53,Trânsito,C00063,PE,Nordeste,,,0,10,0,0,0.06119130484395503,5.776452,2025-04,0–5%
64,2025-04-01 08:19:33,0.0763,2309.7,2156.37,Boleto,Em Analise,D00064,Standard,22.9,2025-05-14 03:00:06,2025-05-17 03:00:06,Trânsito,C00064,MA,Nordeste,,,3,45,1,0,0.010619698845745396,176.23011,2025-04,5–10%
65,2025-03-11 05:24:52,0.0844,129.86,161.8,Boleto,Em Analise,D00065,Same-Day,42.9,2025-05-07 20:02:45,2025-05-07 20:02:45,Entregue,C00065,PR,Sul,,,0,57,0,0,0.26514215080346104,10.960184000000002,2025-03,5–10%
66,2025-03-24 17:40:20,0.1043,35.8,65.06,Boleto,Cancelado,D00066,Scheduled,32.99,2025-04-24 03:46:36,2025-04-25 03:46:36,Atrasado,C00066,PR,Sul,,,1,31,1,0,0.5070703965570243,3.73394,2025-03,10–20%
67,2025-02-25 21:44:12,0.0747,49.9,79.16,Credito,Cancelado,D00067,Scheduled,32.99,2025-05-14 21:06:29,2025-05-15 21:06:29,Trânsito,C00067,RR,Norte,,,1,78,1,0,0.41675088428499246,3.7275300000000002,2025-02,5–10%
68,2025-03-10 13:56:15,0.0725,4316.0,4025.99,Boleto,Processando,D00068,Standard,22.9,2025-05-08 06:49:58,2025-05-12 06:49:58,Trânsito,C00068,SP,Sudeste,,,4,62,1,0,0.005688041947446466,312.90999999999997,2025-03,5–10%
69,2025-05-06 00:20:48,0.0552,3237.0,3081.22,PIX,Cancelado,D00069,Standard,22.9,2025-05-01 20:48:36,2025-05-05 20:48:36,A Caminho,C00069,SC,Sul,,,4,-1,1,0,0.0074321210429635015,178.6824,2025-05,5–10%
70,2025-04-26 05:51:52,0.0407,349.8,378.46,PIX,Confirmado,D00070,Same-Day,42.9,2025-04-18 10:00:44,2025-04-23 10:00:44,Trânsito,C00070,AC,Norte,,,5,-3,1,1,0.11335411932568831,14.23686,2025-04,0–5%
71,2025-02-18 19:28:09,0.1419,1079.0,968.79,Debito,Processando,D00071,Same-Day,42.9,2025-04-21 18:17:02,2025-04-21 18:17:02,Trânsito,C00071,ES,Sudeste,,,0,61,0,0,0.044282042547920605,153.1101,2025-02,10–20%
72,2025-04-27 11:31:23,0.0476,1898.0,1850.56,Debito,Cancelado,D00072,Same-Day,42.9,2025-05-02 19:26:52,2025-05-03 19:26:52,Entregue,C00072,PB,Nordeste,,,1,6,1,0,0.023182171883105656,90.3448,2025-04,0–5%
73,2025-04-16 08:36:55,0.0095,3049.99,3063.92,PIX,Processando,D00073,Same-Day,42.9,2025-04-21 18:07:41,2025-04-26 18:07:41,A Caminho,C00073,PR,Sul,,,5,10,1,0,0.014001671061907622,28.974904999999996,2025-04,0–5%
74,2025-05-04 08:32:42,0.0251,161.7,180.54,Credito,Em Analise,D00074,Standard,22.9,2025-04-14 11:00:30,2025-04-19 11:00:30,A Caminho,C00074,PE,Nordeste,,,5,-15,1,0,0.12684169713082974,4.05867,2025-05,0–5%
75,2025-04-14 03:26:44,0.1286,6099.98,5348.51,PIX,Processando,D00075,Scheduled,32.99,2025-04-21 14:28:41,2025-04-23 14:28:41,Entregue,C00075,CE,Nordeste,,,2,9,1,0,0.0061680729773338746,784.4574279999999,2025-04,10–20%
76,2025-03-18 15:51:41,0.088,519.44,516.63,Boleto,Em Analise,D00076,Same-Day,42.9,2025-05-15 22:33:05,2025-05-15 22:33:05,Entregue,C00076,AC,Norte,,,0,58,0,0,0.08303815109459381,45.71072,2025-03,5–10%
77,2025-04-16 05:35:45,0.1168,857.98,790.76,PIX,Processando,D00077,Scheduled,32.99,2025-04-21 17:15:07,2025-04-24 17:15:07,Atrasado,C00077,AC,Norte,,,3,8,1,0,0.041719358591734534,100.212064,2025-04,10–20%
78,2025-04-20 09:40:32,0.1213,1347.0,1216.6,PIX,Em Analise,D00078,Scheduled,32.99,2025-05-05 16:00:59,2025-05-06 16:00:59,Trânsito,C00078,RN,Nordeste,,,1,16,1,0,0.02711655433174421,163.3911,2025-04,10–20%
79,2025-04-02 07:18:28,0.1235,8226.39,7243.42,PIX,Processando,D00079,Scheduled,32.99,2025-04-28 08:23:50,2025-04-28 08:23:50,Entregue,C00079,PR,Sul,,,0,26,0,0,0.00455447840937016,1015.9591649999999,2025-04,10–20%
80,2025-03-05 18:08:56,0.0826,207.2,223.08,Boleto,Processando,D00080,Scheduled,32.99,2025-04-21 05:18:02,2025-04-23 05:18:02,Trânsito,C00080,AP,Norte,,,2,48,1,0,0.14788416711493635,17.114720000000002,2025-03,5–10%
81,2025-05-01 22:57:48,0.0266,519.44,538.61,Debito,Em Analise,D00081,Scheduled,32.99,2025-05-07 15:49:00,2025-05-09 15:49:00,A Caminho,C00081,PA,Norte,,,2,7,1,0,0.06125025528675666,13.817104,2025-05,0–5%
82,2025-03-30 03:05:25,0.0222,1799.01,1792.06,Debito,Confirmado,D00082,Scheduled,32.99,2025-05-04 04:10:01,2025-05-04 04:10:01,Entregue,C00082,RS,Sul,,,0,35,0,1,0.018408981842125822,39.938022000000004,2025-03,0–5%
83,2025-04-27 16:58:19,0.0861,519.44,497.62,Credito,Confirmado,D00083,Standard,22.9,2025-04-30 15:26:16,2025-05-04 15:26:16,Entregue,C00083,PR,Sul,,,4,6,1,1,0.046019050681242714,44.723784,2025-04,5–10%
84,2025-04-04 13:43:54,0.055,6099.98,5787.38,Credito,Cancelado,D00084,Standard,22.9,2025-05-05 08:10:29,2025-05-10 08:10:29,Entregue,C00084,MG,Sudeste,,,5,35,1,0,0.003956885499137779,335.4989,2025-04,5–10%
85,2025-04-06 23:27:00,0.0837,389.58,379.87,Boleto,Em Analise,D00085,Standard,22.9,2025-05-06 03:18:44,2025-05-07 03:18:44,Entregue,C00085,RR,Norte,,,1,30,1,0,0.06028378129360044,32.607845999999995,2025-04,5–10%
86,2025-02-27 07:11:13,0.0748,374.73,369.6,PIX,Em Analise,D00086,Standard,22.9,2025-05-06 04:04:13,2025-05-10 04:04:13,Trânsito,C00086,AC,Norte,,,4,71,1,0,0.06195887445887445,28.029804000000002,2025-02,5–10%
87,2025-03-06 02:31:30,0.0903,51.8,80.11,Debito,Processando,D00087,Scheduled,32.99,2025-05-11 16:34:58,2025-05-16 16:34:58,Atrasado,C00087,SC,Sul,,,5,71,1,0,0.4118087629509425,4.67754,2025-03,5–10%
88,2025-03-03 20:00:09,0.0048,519.44,539.85,Boleto,Confirmado,D00088,Standard,22.9,2025-05-14 03:19:23,2025-05-14 03:19:23,Trânsito,C00088,BA,Nordeste,,,0,71,0,1,0.04241919051588404,2.493312,2025-03,0–5%
89,2025-04-22 04:22:03,0.0049,4316.0,4317.75,Credito,Cancelado,D00089,Standard,22.9,2025-05-04 22:50:17,2025-05-08 22:50:17,Atrasado,C00089,TO,Norte,,,4,16,1,0,0.005303688263563198,21.1484,2025-04,0–5%
90,2025-03-16 03:00:14,0.1082,7196.04,6450.42,Debito,Confirmado,D00090,Scheduled,32.99,2025-04-29 03:18:47,2025-04-29 03:18:47,Entregue,C00090,RO,Norte,,,0,44,0,1,0.00511439565175601,778.611528,2025-03,10–20%
91,2025-04-14 16:14:22,0.029,155.4,173.79,Debito,Processando,D00091,Standard,22.9,2025-04-23 23:44:59,2025-04-28 23:44:59,Trânsito,C00091,RN,Nordeste,,,5,14,1,0,0.1317682260199091,4.506600000000001,2025-04,0–5%
92,2025-03-27 05:13:40,0.0978,249.82,248.29,Debito,Confirmado,D00092,Standard,22.9,2025-04-24 13:29:15,2025-04-29 13:29:15,Entregue,C00092,BA,Nordeste,,,5,33,1,1,0.09223085907608039,24.432395999999997,2025-03,5–10%
93,2025-04-05 04:45:14,0.082,1539.8,1446.53,PIX,Em Analise,D00093,Scheduled,32.99,2025-04-22 01:07:13,2025-04-23 01:07:13,Atrasado,C00093,PA,Norte,,,1,17,1,0,0.02280630197783662,126.2636,2025-04,5–10%
94,2025-05-01 14:39:51,0.1473,1798.0,1566.14,Debito,Cancelado,D00094,Scheduled,32.99,2025-05-08 23:33:56,2025-05-12 23:33:56,Trânsito,C00094,RJ,Sudeste,,,4,11,1,0,0.021064528075395557,264.8454,2025-05,10–20%
95,2025-04-03 23:16:41,0.1253,524.7,501.86,Boleto,Confirmado,D00095,Same-Day,42.9,2025-05-11 05:29:28,2025-05-16 05:29:28,Entregue,C00095,MG,Sudeste,,,5,42,1,1,0.08548200693420475,65.74491,2025-04,10–20%
96,2025-04-25 17:03:55,0.062,3079.6,2921.65,PIX,Processando,D00096,Scheduled,32.99,2025-04-19 15:41:19,2025-04-22 15:41:19,Entregue,C00096,PR,Sul,,,3,-4,1,0,0.011291564698030223,190.93519999999998,2025-04,5–10%
97,2025-02-17 23:02:28,0.0925,3049.99,2810.77,Credito,Processando,D00097,Same-Day,42.9,2025-05-16 04:41:37,2025-05-16 04:41:37,A Caminho,C00097,RS,Sul,,,0,87,0,0,0.01526272160297712,282.124075,2025-02,5–10%
98,2025-04-29 14:44:20,0.0176,524.7,538.37,Debito,Processando,D00098,Standard,22.9,2025-05-01 15:19:50,2025-05-04 15:19:50,Entregue,C00098,PA,Norte,,,3,5,1,0,0.04253580251499898,9.234720000000001,2025-04,0–5%
99,2025-03-16 00:49:12,0.058,519.44,512.21,PIX,Confirmado,D00099,Standard,22.9,2025-04-13 18:28:42,2025-04-17 18:28:42,Atrasado,C00099,AC,Norte,,,4,32,1,1,0.044708225142031585,30.127520000000004,2025-03,5–10%
100,2025-05-04 09:01:41,0.1101,1898.0,1722.02,Credito,Em Analise,D00100,Scheduled,32.99,2025-04-17 07:17:25,2025-04-22 07:17:25,Atrasado,C00100,PE,Nordeste,,,5,-13,1,0,0.019157733359659007,208.96980000000002,2025-05,10–20%
101,2025-03-03 21:54:08,0.0934,165.99,183.48,Credito,Cancelado,D00101,Scheduled,32.99,2025-05-06 15:27:46,2025-05-06 15:27:46,Trânsito,C00101,ES,Sudeste,,,0,63,0,0,0.1798016132548507,15.503466,2025-03,5–10%
103,2025-03-02 11:41:12,0.0265,1796.0,1771.31,PIX,Cancelado,D00103,Standard,22.9,2025-05-04 21:40:33,2025-05-07 21:40:33,Atrasado,C00103,SC,Sul,,,3,66,1,0,0.012928284715831784,47.594,2025-03,0–5%
104,2025-04-06 15:44:57,0.1205,3049.99,2725.37,PIX,Confirmado,D00104,Same-Day,42.9,2025-05-06 09:02:34,2025-05-07 09:02:34,A Caminho,C00104,RR,Norte,,,1,30,1,1,0.015740981958412986,367.52379499999995,2025-04,10–20%
105,2025-05-12 07:40:23,0.041,71.6,111.56,Debito,Cancelado,D00105,Same-Day,42.9,2025-05-07 16:04:23,2025-05-07 16:04:23,Entregue,C00105,ES,Sudeste,,,0,-5,0,0,0.38454643241305125,2.9356,2025-05,0–5%
106,2025-03-12 00:16:54,0.1231,6099.98,5391.97,Debito,Em Analise,D00106,Same-Day,42.9,2025-05-14 00:32:55,2025-05-15 00:32:55,Atrasado,C00106,ES,Sudeste,,,1,64,1,0,0.007956275721118625,750.9075379999999,2025-03,10–20%
107,2025-03-28 12:33:18,0.0917,4288.0,3937.69,PIX,Confirmado,D00107,Same-Day,42.9,2025-05-05 06:43:25,2025-05-08 06:43:25,Trânsito,C00107,PE,Nordeste,,,3,40,1,1,0.010894712382132672,393.2096,2025-03,5–10%
